Prise en compte;Code INSEE Commune Nouvelle;Nom Commune Nouvelle Siège;Code INSEE Commune Déléguée (non actif);Nom Commune Déléguée;Adresse 2016 - Code INSEE;Adresse 2016 - L6 Code Postal;Adresse 2016 - L6 Libellé Acheminement;Adresse 2016 - Ligne 5 Commune déléguée;Adresse 2016 - Code INSEE associé à la L5;Adresse 2015 - Code INSEE;Adresse 2015 - L6 Code Postal;Adresse 2015 - Libellé Acheminement;Adresse 2015 - L5;Adresse 2015 - Code INSEE Associé à la L5
FÉVRIER 2016;49023;Beaupréau-en-Mauges;49243;Poitevinière  (La);;;BEAUPREAU EN MAUGES;LA POITEVINIERE;;;;LA POITEVINIERE;;
DÉCEMBRE 2016;49065;Hauts d'Anjou (Les) *;49096;Cherré;;;LES HAUTS D ANJOU;CHERRE;;;;CHERRE;;
DÉCEMBRE 2016;49065;Hauts d'Anjou (Les) *;49105;Contigné;;;LES HAUTS D ANJOU;CONTIGNE;;;;CONTIGNE;;
DÉCEMBRE 2016;49069;Orée d'Anjou;49069;Champtoceaux;;;OREE D ANJOU;CHAMPTOCEAUX;;;;CHAMPTOCEAUX;;
DÉCEMBRE 2016;49069;Orée d'Anjou;49296;Saint-Laurent-des-Autels;;;OREE D ANJOU;ST LAURENT DES AUTELS;;;;ST LAURENT DES AUTELS;;
DÉCEMBRE 2016;49069;Orée d'Anjou;49360;Varenne (La);;;OREE D ANJOU;LA VARENNE;;;;LA VARENNE;;
DÉCEMBRE 2018;49080;Hauts d'Anjou (Les);49065;Hauts d'Anjou (Les);;;LES HAUTS D ANJOU;CONTIGNE;;;;LES HAUTS D ANJOU;CONTIGNE;
DÉCEMBRE 2018;49080;Hauts d'Anjou (Les);49065;Hauts d'Anjou (Les);;;LES HAUTS D ANJOU;MARIGNE;;;;LES HAUTS D ANJOU;MARIGNE;
DÉCEMBRE 2018;49080;Hauts d'Anjou (Les);49065;Hauts d'Anjou (Les);;;LES HAUTS D ANJOU;SOEURDRES;;;;LES HAUTS D ANJOU;SOEURDRES;
DÉCEMBRE 2018;49080;Hauts d'Anjou (Les);49080;Châteauneuf-sur-Sarthe;;;LES HAUTS D ANJOU;CHATEAUNEUF SUR SARTHE;;;;CHATEAUNEUF SUR SARTHE;;
FÉVRIER 2016;49092;Chemillé-en-Anjou;49074;Chapelle-Rousselin  (La);;;CHEMILLE EN ANJOU;LA CHAPELLE ROUSSELIN;;;;LA CHAPELLE ROUSSELIN;;
FÉVRIER 2016;49092;Chemillé-en-Anjou;49092;Chemillé-Melay;;;CHEMILLE EN ANJOU;MELAY;;;;CHEMILLE MELAY;MELAY;
FÉVRIER 2016;49092;Chemillé-en-Anjou;49111;Cossé-d'Anjou;;;CHEMILLE EN ANJOU;COSSE D ANJOU;;;;COSSE D ANJOU;;
FÉVRIER 2016;49092;Chemillé-en-Anjou;49225;Neuvy-en-Mauges;;;CHEMILLE EN ANJOU;NEUVY EN MAUGES;;;;NEUVY EN MAUGES;;
FÉVRIER 2016;49092;Chemillé-en-Anjou;49268;Sainte-Christine;;;CHEMILLE EN ANJOU;STE CHRISTINE;;;;STE CHRISTINE;;
FÉVRIER 2016;49092;Chemillé-en-Anjou;49281;Saint-Georges-des-Gardes;;;CHEMILLE EN ANJOU;ST GEORGES DES GARDES;;;;ST GEORGES DES GARDES;;
FÉVRIER 2016;49092;Chemillé-en-Anjou;49300;Saint-Lézin;;;CHEMILLE EN ANJOU;ST LEZIN;;;;ST LEZIN;;
DÉCEMBRE 2016;49125;Doué-en-Anjou;49104;Concourson-sur-Layon;;;DOUE EN ANJOU;COUCOURSON SUR LAYON;;;;COUCOURSON SUR LAYON;;
JANVIER 2016;49138;Bois d'Anjou (Les);49049;Brion;;;LES BOIS D ANJOU;BRION;;;;BRION;;
JANVIER 2016;49138;Bois d'Anjou (Les);49138;Fontaine-Guérin;;;LES BOIS D ANJOU;FONTAINE GUERIN;;;;FONTAINE GUERIN;;
JANVIER 2016;49138;Bois d'Anjou (Les);49280;Saint-Georges-du-Bois;;;LES BOIS D ANJOU;ST GEORGES DU BOIS;;;;ST GEORGES DU BOIS;;
FÉVRIER 2016;49149;Gennes-Val de Loire *;49346;Thoureil (Le);;;GENNES VAL DE LOIRE;LE THOUREIL;;;;LE THOUREIL;;
FÉVRIER 2016;49163;Jarzé Villages;49084;Chaumont-d'Anjou;;;JARZE VILLAGES;CHAUMONT D ANJOU;;;;CHAUMONT D ANJOU;;
DÉCEMBRE 2016;49167;Garennes sur Loire (Les);49167;Juigné-sur-Loire;;;LES GARENNES SUR LOIRE;JUIGNE SUR LOIRE;;;;JUIGNE SUR LOIRE;;
OCTOBRE 2019;49174;Huillé-Lézigné;49174;Lézigné;;;HUILLE LEZIGNE;LEZIGNE;;;;LEZIGNE;;
FÉVRIER 2016;49176;Lion-d'Angers (Le);49005;Andigné;;;LE LION D ANGERS;ANDIGNE;;;;ANDIGNE;;
FÉVRIER 2016;49194;Mazé-Milon;49139;Fontaine-Milon;;;MAZE MILION;FONTAINE MILON;;;;FONTAINE MILON;;
FÉVRIER 2016;49218;Montrevault-sur-Èvre;49145;Fuilet (Le);;;MONTREVAULT SUR EVRE;LE FUILET;;;;LE FUILET;;
FÉVRIER 2016;49220;Morannes-sur-Sarthe *;49220;Morannes;;;MORANNES SUR SARTHE;;;;;MORANNES;;
OCTOBRE 2017;49228;Noyant-Villages;49098;Chigné;;;NOYANT VILLAGES;CHIGNE;;;;CHIGNE;;
OCTOBRE 2017;49228;Noyant-Villages;49150;Genneteil;;;NOYANT VILLAGES;GENNETEIL;;;;GENNETEIL;;
DÉCEMBRE 2016;49248;Ombrée d'Anjou;49156;Grugé-l'Hôpital;;;OMBREE D ANJOU;GRUGE L HOPITAL;;;;GRUGE L HOPITAL;;
DÉCEMBRE 2016;49248;Ombrée d'Anjou;49354;Tremblay (Le);;;OMBREE D ANJOU;LE TREMBLAY;;;;LE TREMBLAY;;
DÉCEMBRE 2017;49261;Gennes-Val-de-Loire;49149;Gennes-Val de Loire;;;GENNES VAL DE LOIRE;GREZILLE;;;;GENNES VAL DE LOIRE;GREZILLE;
DÉCEMBRE 2016;49301;Sèvremoine;49258;Renaudière (La);;;SEVREMOINE;LA RENAUDIERE;;;;LA RENAUDIERE;;
DÉCEMBRE 2016;49301;Sèvremoine;49263;Roussay;;;SEVREMOINE;ROUSSAY;;;;ROUSSAY;;
DÉCEMBRE 2016;49301;Sèvremoine;49349;Tillières;;;SEVREMOINE;TILLIERES;;;;TILLIERES;;
DÉCEMBRE 2016;49307;Loire-Authion;49032;Bohalle (La);;;LOIRE AUTHION;LA BOHALLE;;;;LA BOHALLE;;
DÉCEMBRE 2016;49331;Segré-en-Anjou Bleu;49037;Bourg-d’Iré (Le);;;SEGRE EN ANJOU BLEU;LE BOURG D IRE;;;;LE BOURG D IRE;;
DÉCEMBRE 2016;49331;Segré-en-Anjou Bleu;49319;Saint-Sauveur-de-Flée;;;SEGRE EN ANJOU BLEU;ST SAUVEUR DE FLEE;;;;ST SAUVEUR DE FLEE;;
DÉCEMBRE 2016;49345;Bellevigne-en-Layon;49066;Champ-sur-Layon;;;BELLEVIGNE EN LAYON;CHAMP SUR LAYON;;;;CHAMP SUR LAYON;;
FÉVRIER 2016;49367;Erdre-en-Anjou;49043;Brain-sur-Longuenée;;;ERDRE EN ANJOU;BRAIN SUR LONGUENEE;;;;BRAIN SUR LONGUENEE;;
DÉCEMBRE 2016;49373;Lys-Haut-Layon;49356;Trémont;;;LYS HAUT LAYON;TREMONT;;;;TREMONT;;
DÉCEMBRE 2016;49373;Lys-Haut-Layon;49373;Vihiers;;;LYS HAUT LAYON;LE VOIDE;;;;VIHIERS;LE VOIDE;
DÉCEMBRE 2016;49373;Lys-Haut-Layon;49373;Vihiers;;;LYS HAUT LAYON;ST HILAIRE DU BOIS;;;;VIHIERS;ST HILAIRE DU BOIS;
DÉCEMBRE 2016;50041;Hague (La);50171;Eculleville;;;LA HAGUE;ECULLEVILLE;;;;ECULLEVILLE;;
DÉCEMBRE 2016;50041;Hague (La);50385;Omonville-la-Petite;;;LA HAGUE;OMONVILLE LA PETITE;;;;OMONVILLE LA PETITE;;
DÉCEMBRE 2016;50041;Hague (La);50600;Tonneville;;;LA HAGUE;TONNEVILLE;;;;TONNEVILLE;;
FÉVRIER 2016;50082;Bricquebec-en-Cotentin;50646;Vrétot (Le);;;BRICQUEBEC EN COTENTIN;LE VRETOT;;;;LE VRETOT;;
FÉVRIER 2016;50090;Buais-Les-Monts;50090;Buais;;;BUAIS LES MONTS;BUAIS;;;;BUAIS;;
DÉCEMBRE 2016;50099;Carentan les Marais *;50099;Carentan-les-Marais;;;CARENTAN LES MARAIS;ST COME DU MONT;;;;CARENTAN LES MARAIS;ST COME DU MONT;
DÉCEMBRE 2016;50099;Carentan les Marais *;50534;Saint-Pellerin;;;CARENTAN LES MARAIS;ST PELLERIN;;;;ST PELLERIN;;
OCTOBRE 2019;50099;Carentan-les-Marais;50099;Carentan-les-Marais;;;CARENTAN LES MARAIS;CARENTAN;;;;CARENTAN LES MARAIS;CARENTAN;
OCTOBRE 2019;50099;Carentan-les-Marais;50099;Carentan-les-Marais;;;CARENTAN LES MARAIS;ST COME DU MONT;;;;CARENTAN LES MARAIS;ST COME DU MONT;
OCTOBRE 2019;50099;Carentan-les-Marais;50348;Montmartin-en-Graignes;;;CARENTAN LES MARAIS;MONTMARTIN EN GRAIGNES;;;;MONTMARTIN EN GRAIGNES;;
DÉCEMBRE 2016;50115;Grippon (Le);50115;Champcervon;;;LE GRIPPON;CHAMPCERVON;;;;CHAMPCERVON;;
MARS 2016;50129;Cherbourg-en-Cotentin;50129;Cherbourg-Octeville;;;CHERBOURG EN COTENTIN;OCTEVILLE;;;;CHERBOURG OCTEVILLE;OCTEVILLE;
DÉCEMBRE 2016;50139;Condé-sur-Vire;50139;Condé-sur-Vire;;;CONDE SUR VIRE;LE MESNIL RAOULT;;;;CONDE SUR VIRE;LE MESNIL RAOULT;
DÉCEMBRE 2016;50142;Vicq-sur-Mer;50211;Gouberville;;;VICQ SUR MER;GOUBERVILLE;;;;GOUBERVILLE;;
JUILLET 2019;50197;Gavray-sur-Sienne;50320;Mesnil-Rogues (Le);;;GAVRAY SUR SIENNE;LE MESNIL ROGUES;;;;LE MESNIL ROGUES;;
JUILLET 2019;50197;Gavray-sur-Sienne;50583;Sourdeval-les-Bois;;;GAVRAY SUR SIENNE;SOURDEVAL LES BOIS;;;;SOURDEVAL LES BOIS;;
FÉVRIER 2016;50236;Haye (La);50035;Baudreville;;;LA HAYE;BAUDREVILLE;;;;BAUDREVILLE;;
FÉVRIER 2016;50236;Haye (La);50204;Glatigny;;;LA HAYE;GLATIGNY;;;;GLATIGNY;;
FÉVRIER 2016;50236;Haye (La);50236;Haye-du-Puits (La);;;LA HAYE;LA HAYE DU PUITS;;;;LA HAYE DU PUITS;;
FÉVRIER 2016;50236;Haye (La);50330;Mobecq;;;LA HAYE;MOBECQ;;;;MOBECQ;;
FÉVRIER 2016;50236;Haye (La);50343;Montgardon;;;LA HAYE;MONTGARDON;;;;MONTGARDON;;
DÉCEMBRE 2016;50260;Juvigny les Vallées;50318;Mesnil-Rainfray (Le);;;JUVIGNY LES VALLEES;LE MESNIL RAINFRAY;;;;LE MESNIL RAINFRAY;;
DÉCEMBRE 2016;50273;Montsenelle;50415;Prétot-Sainte-Suzanne;;;MONTSENELLE;PRETOT STE SUZANNE;;;;PRETOT STE SUZANNE;;
FÉVRIER 2016;50359;Mortain-Bocage;50381;Notre-Dame-du-Touchet;;;MORTAIN BOCAGE;NOTRE DAME DU TOUCHET;;;;NOTRE DAME DU TOUCHET;;
FÉVRIER 2016;50388;Orval sur Sienne;50388;Orval;;;ORVAL SUR SIENNE;ORVAL;;;;ORVAL;;
FÉVRIER 2016;50400;Picauville *;50005;Amfreville;;;PICAUVILLE;AMFREVILLE;;;;AMFREVILLE;;
DÉCEMBRE 2016;50400;Picauville;50400;Picauville;;;PICAUVILLE;VINDEFONTAINE;;;;PICAUVILLE;VINDEFONTAINE;
DÉCEMBRE 2016;50400;Picauville;50400;Picauville;;;PICAUVILLE;;;;;PICAUVILLE;;
OCTOBRE 2018;50409;Pont-Hébert;50248;Hommet-d'Arthenay (Le);;;PONT HEBERT;LE HOMMET D ARTHENAY;;;;LE HOMMET D ARTHENAY;;
FÉVRIER 2016;50410;Pontorson;50630;Vessey;;;PONTORSON;VESSEY;;;;VESSEY;;
JUILLET 2019;50412;Port-Bail-sur-Mer;50503;Saint-Lô-d'Ourville;;;PORT BAIL SUR MER;ST LO D OURVILLE;;;;ST LO D OURVILLE;;
JUILLET 2019;50417;Quettehou;50358;Morsalines;;;QUETTEHOU;MORSALINES;;;;MORSALINES;;
FÉVRIER 2016;50419;Quettreville-sur-Sienne *;50255;Hyenville;;;QUETTREVILLE SUR SIENNE;HYENVILLE;;;;HYENVILLE;;
DÉCEMBRE 2018;50419;Quettreville-sur-Sienne;50244;Hérenguerville;;;QUETREVILLE SUR SIENNE;HERENGUERVILLE;;;;HERENGUERVILLE;;
DÉCEMBRE 2018;50419;Quettreville-sur-Sienne;50419;Quettreville-sur-Sienne;;;QUETREVILLE SUR SIENNE;HYENVILLE;;;;QUETREVILLE SUR SIENNE;HYENVILLE;
FÉVRIER 2016;50436;Romagny Fontenay;50189;Fontenay;;;ROMAGNY FONTENAY;FONTENAY;;;;FONTENAY;;
DÉCEMBRE 2016;50444;Saint-Amand-Villages;50444;Saint-Amand;;;ST AMAND VILLAGES;ST AMAND;;;;ST AMAND;;
JUILLET 2019;50523;Sainte-Mère-Église;50427;Ravenoville;;;STE MERE EGLISE;RAVENOVILLE;;;;RAVENOVILLE;;
JUILLET 2019;50523;Sainte-Mère-Église;50523;Sainte-Mère-Église;;;STE MERE EGLISE;ECOQUENEAUVILLE;;;;STE MERE EGLISE;ECOQUENEAUVILLE;
JUILLET 2019;50523;Sainte-Mère-Église;50523;Sainte-Mère-Église;;;STE MERE EGLISE;FOUCARVILLE;;;;STE MERE EGLISE;FOUCARVILLE;
DÉCEMBRE 2016;50535;Parc (Le);50071;Braffais;;;LE PARC;BRAFFAIS;;;;BRAFFAIS;;
DÉCEMBRE 2016;50535;Parc (Le);50535;Sainte-Pience;;;LE PARC;STE PIENCE;;;;STE PIENCE;;
DÉCEMBRE 2016;50546;Bourgvallées *;50287;Mancellière-sur-Vire (La);;;BOURGVALLEES;LA MANCELLIERE SUR VIRE;;;;LA MANCELLIERE SUR VIRE;;
JUILLET 2019;50550;Saint-Sauveur-Villages;50550;Saint-Sauveur-Lendelin;;;ST SAUVEUR VILLAGES;ST SAUVEUR LENDELIN;;;;ST SAUVEUR LENDELIN;;
FÉVRIER 2016;50565;Sartilly-Baie-Bocage;50009;Angey;;;SARTILLY BAIE BOCAGE;ANGEY;;;;ANGEY;;
FÉVRIER 2016;50565;Sartilly-Baie-Bocage;50434;Rochelle-Normande (La);;;SARTILLY BAIE BOCAGE;LA ROCHELLE NORMANDE;;;;LA ROCHELLE NORMANDE;;
FÉVRIER 2016;50582;Sourdeval;50582;Sourdeval;;;SOURDEVAL;;;;;SOURDEVAL;;
FÉVRIER 2016;50582;Sourdeval;50625;Vengeons;;;SOURDEVAL;VENGEONS;;;;VENGEONS;;
FÉVRIER 2016;50591;Teilleul (Le);50591;Teilleul (Le);;;LE TEILLEUL;;;;;LE TEILLEUL;;
FÉVRIER 2016;50592;Tessy Bocage *;50592;Tessy-sur-Vire;;;TESSY BOCAGE;TESSY SUR VIRE;;;;TESSY SUR VIRE;;
FÉVRIER 2016;50601;Torigny-les-Villes;50601;Torigni-sur-Vire;;;TORIGNY LES VILLES;TORIGNI SUR VIRE;;;;TORIGNI SUR VIRE;;
FÉVRIER 2016;50639;Villedieu-les-Poêles-Rouffigny;50440;Rouffigny;;;VILLEDIEU LES POELES ROUFFIGNY;ROUFFIGNY;;;;ROUFFIGNY;;
FÉVRIER 2016;51030;Ay-Champagne;51030;Ay;;;AY CHAMPAGNE;AY;;;;AY;;
FÉVRIER 2016;51030;Ay-Champagne;51064;Bisseuil;;;AY CHAMPAGNE;BISSEUIL;;;;BISSEUIL;;
DÉCEMBRE 2018;52064;Bourmont-entre-Meuse-et-Mouzon;52064;Bourmont-entre-Meuse-et-Mouzon;;;BOURMONT ENTRE MEUSE ET MOUZON;GONAINCOURT;;;;BOURMONT ENTRE MEUSE ET MOUZON;GONAINCOURT;
DÉCEMBRE 2018;52064;Bourmont-entre-Meuse-et-Mouzon;52225;Goncourt;;;BOURMONT ENTRE MEUSE ET MOUZON;GONCOURT;;;;GONCOURT;;
OCTOBRE 2017;52140;Colombey-les-Deux-Églises;52140;Colombey-les-Deux-Églises;;;COLOMBEY LES DEUX EGLISES;BLAISE;;;;COLOMBEY LES DEUX EGLISES;BLAISE;
OCTOBRE 2017;52140;Colombey-les-Deux-Églises;52262;Lamothe-en-Blaisy;;;COLOMBEY LES DEUX EGLISES;LAMOTHE EN BLAISY;;;;LAMOTHE EN BLAISY;;
FÉVRIER 2016;52331;Porte du Der (La);52331;Montier-en-Der;;;LA PORTE DU DER;MONTIER EN DER;;;;MONTIER EN DER;;
DÉCEMBRE 2016;52405;Montsaugeonnais (Le);52405;Prauthoy;;;LE MONTSAUGEONNAIS;PRAUTHOY;;;;PRAUTHOY;;
DÉCEMBRE 2016;52405;Montsaugeonnais (Le);52509;Vaux-sous-Aubigny;;;LE MONTSAUGEONNAIS;VAUX SOUS AUBIGNY;;;;VAUX SOUS AUBIGNY;;
FÉVRIER 2016;52411;Rives Dervoises;52293;Longeville-sur-la-Laines;;;RIVES DERVOISES;LONGEVILLE SUR LA LAINES;;;;LONGEVILLE SUR LA LAINES;;
FÉVRIER 2016;52529;Villegusien-le-Lac;52239;Heuilley-Cotton;;;VILLEGUSIEN LE LAC;HEUILLEY COTTON;;;;HEUILLEY COTTON;;
DÉCEMBRE 2018;53029;Bierné-les-Villages;53006;Argenton-Notre-Dame;;;BIERNE LES VILLAGES;ARGENTON NOTRE DAME;;;;ARGENTON NOTRE DAME;;
DÉCEMBRE 2018;53029;Bierné-les-Villages;53231;Saint-Laurent-des-Mortiers;;;BIERNE LES VILLAGES;ST LAURENT DES MORTIERS;;;;ST LAURENT DES MORTIERS;;
DÉCEMBRE 2018;53062;Château-Gontier-sur-Mayenne;53062;Château-Gontier;;;CHATEAU GONTIER SUR MAYENNE;BAZOUGES;;;;CHATEAU GONTHIER;BAZOUGES;
DÉCEMBRE 2018;53104;Gennes-Longuefuye;53104;Gennes-sur-Glaize;;;GENNES LONGUEFUYE;GENNES SUER GLAIZE;;;;GENNES SUR GLAIZE;;
DÉCEMBRE 2017;53124;Prée-d'Anjou;53004;Ampoigné;;;PREE D ANJOU;AMPOIGNE;;;;AMPOIGNE;;
DÉCEMBRE 2017;53124;Prée-d'Anjou;53124;Laigné;;;PREE D ANJOU;LAIGNE;;;;LAIGNE;;
DÉCEMBRE 2018;53136;Roche-Neuville (La);53254;Saint-Sulpice;;;LA ROCHE NEUVILLE;ST SULPICE;;;;ST SULPICE;;
DÉCEMBRE 2016;53161;Montsûrs-Saint-Céneré *;53161;Montsûrs;;;MONTSURS ST CENERE;MONTSURS;;;;MONTSURS;;
JUILLET 2019;53161;Montsûrs;53159;Montourtier;;;MONTSURS;MONTOURTIER;;;;MONTOURTIER;;
JUILLET 2019;53161;Montsûrs;53161;Montsûrs-Saint-Cénéré;;;MONTSURS;ST CENERE;;;;MONTSURS ST CENERE;ST CENERE;
DÉCEMBRE 2016;53228;Blandouet-Saint Jean;53032;Blandouet;;;BLANDOUET ST JEAN;BLANDOUET;;;;BLANDOUET;;
FÉVRIER 2016;53255;Sainte-Suzanne-et-Chammes;53050;Chammes;;;STE SUZANNE ET CHAMMES;CHAMMES;;;;CHAMMES;;
SEPTEMBRE 2016;54099;Val de Briey;54099;Briey;;;VAL DE BRIEY;BRIEY;;;;BRIEY;;
JUILLET 2019;55150;Demange-Baudignécourt;55150;Demange-aux-Eaux;;;DEMANGE BAUDIGNECOURT;DEMANGE AUX EAUX;;;;DEMANGE AUX EAUX;;
JUILLET 2019;55537;Douaumont-Vaux;55537;Vaux-devant-Damloup;;;DOUAUMONT VAUX;VAUX DEVANT DAMLOUP;;;;VAUX DEVANT DAMLOUP;;
DÉCEMBRE 2016;56033;Carentoir;56183;Quelneuc;;;CARENTOIR;QUELNEUC;;;;QUELNEUC;;
JUILLET 2019;56102;Forges de Lanouée;56102;Lanouée;;;FORGES DE LANOUEE;LANOUEE;;;;LANOUEE;;
FÉVRIER 2016;56144;Évellys;56142;Moustoir-Remungol;;;EVELLYS;MOUSTOIR REMUNGOL;;;;MOUSTOIR REMUNGOL;;
FÉVRIER 2016;56144;Évellys;56192;Remungol;;;EVELLYS;REMUNGOL;;;;REMUNGOL;;
FÉVRIER 2016;56251;Theix-Noyalo;56251;Theix;;;THEIX NOYALO;THEIX;;;;THEIX;;
JUILLET 2016;57148;Colligny-Maizery;57432;Maizery;;;COLLIGNY MAIZERY;MAIZERY;;;;MAIZERY;;
OCTOBRE 2019;57439;Manderen-Ritzing;57439;Manderen;;;MANDEREN RITZING;MANDEREN;;;;MANDEREN;;
OCTOBRE 2017;57482;Ogy-Montoy-Flanville;57482;Montoy-Flanville;;;OGY MONTOY FLANVILLE;MONTOY FLANVILLE;;;;MONTOY FLANVILLE;;
FÉVRIER 2016;58026;Beaulieu;58167;Michaugues;;;BEAULIEU;MICHAUGUES;;;;MICHAUGUES;;
DÉCEMBRE 2016;58204;Vaux d'Amognes;58022;Balleray;;;VAUX D AMOGNES;BALLERAY;;;;BALLERAY;;
FÉVRIER 2016;59260;Ghyvelde;59260;Ghyvelde;;;GHYVELDE;;;;;GHYVELDE;;
OCTOBRE 2017;60029;Auneuil;60029;Auneuil;;;AUNEUIL;;;;;AUNEUIL;;
DÉCEMBRE 2018;60054;Hauts Talican (Les);60054;Beaumont-les-Nonains;;;LES HAUTS TALICAN;BEAUMONT LES NONAINS;;;;BEAUMONT LES NONAINS;;
FÉVRIER 2016;60088;Bornel;60088;Bornel;;;BORNEL;;;;;BORNEL;;
DÉCEMBRE 2016;60196;Drenne (La);60196;Déluge (Le);;;LA DRENNE;LE DELUGE;;;;LE DELUGE;;
DÉCEMBRE 2018;60209;La  Corne en Vexin;60209;Enencourt-le-Sec;;;LA CORNE EN VEXIN;ENENCOURT LE SEC;;;;ENENCOURT LE SEC;;
JUILLET 2019;60256;Montchevreuil;60256;Fresneaux-Montchevreuil;;;MONTCHEVREUIL;FRESNEAUX MONTCHEVREUIL;;;;FRESNEAUX MONTCHEVREUIL;;
DÉCEMBRE 2018;60682;Villers Saint Frambourg-Ognon;60475;Ognon;;;VILLERS ST FRAMBOURG OGNON;OGNON;;;;OGNON;;
DÉCEMBRE 2018;60682;Villers Saint Frambourg-Ognon;60682;Villers-Saint-Frambourg;;;VILLERS ST FRAMBOURG OGNON;VILLERS ST FRAMBOURG;;;;VILLERS ST FRAMBOURG;;
FÉVRIER 2016;61007;Athis-Val de Rouvre;61353;Ronfeugerai;;;ATHIS VAL DE ROUVRE;RONFEUGERAI;;;;RONFEUGERAI;;
DÉCEMBRE 2016;61050;Cour-Maugis sur Huisne;61050;Boissy-Maugis;;;COUR MAUGIS SUR HUISNE;BOISSY MAUGIS;;;;BOISSY MAUGIS;;
DÉCEMBRE 2016;61050;Cour-Maugis sur Huisne;61128;Courcerault;;;COUR MAUGIS SUR HUISNE;COURCERAULT;;;;COURCERAULT;;
FÉVRIER 2016;61081;Chailloué;61081;Chailloué;;;CHAILLOUE;;;;;CHAILLOUE;;
FÉVRIER 2016;61145;Domfront en Poiraie;61201;Haute-Chapelle (La);;;DOMFRONT EN POIRAIE;LA HAUTE CHAPELLE;;;;LA HAUTE CHAPELLE;;
MAI 2018;61153;Écouché-les-Vallées;61153;Écouché-les-Vallées;;;ECOUCHE LES VALLEES;ECOUCHE;;;;ECOUCHE LES VALLEES;ECOUCHE;
FÉVRIER 2016;61167;Ferté-en-Ouche (La);61003;Anceins;;;LA FERTE EN OUCHE;ANCEINS;;;;ANCEINS;;
FÉVRIER 2016;61167;Ferté-en-Ouche (La);61506;Villers-en-Ouche;;;LA FERTE EN OUCHE;VILLERS EN OUCHE;;;;VILLERS EN OUCHE;;
MARS 2016;61168;Ferté Macé (La);61168;Ferté-Macé (La);;;LA FERTE MACE;;;;;LA FERTE MACE;;
MAI 2018;61194;Monts-sur-Orne;61468;Sentilly;;;MONTS SUR ORNE;SENTILLY;;;;SENTILLY;;
DÉCEMBRE 2016;61196;Belforêt-en-Perche;61437;Saint-Ouen-de-la-Cour;;;BELFORET EN PERCHE;ST OUEN DE LA COUR;;;;ST OUEN DE LA COUR;;
DÉCEMBRE 2016;61196;Belforêt-en-Perche;61471;Sérigny;;;BELFORET EN PERCHE;SERIGNY;;;;SERIGNY;;
DÉCEMBRE 2018;61228;Orée-d’Écouves (L');61228;Livaie;;;L OREE D ECOUVES;LIVAIE;;;;LIVAIE;;
DÉCEMBRE 2018;61228;Orée-d’Écouves (L');61231;Longuenoë;;;L OREE D ECOUVES;LONGUENOE;;;;LONGUENOE;;
FÉVRIER 2016;61230;Longny les Villages;61247;Malétable;;;LONGNY LES VILLAGES;MALETABLE;;;;MALETABLE;;
FÉVRIER 2016;61345;Rémalard en Perche;61042;Bellou-sur-Huisne;;;REMALARD EN PERCHE;BELLOU SUR HUISNE;;;;BELLOU SUR HUISNE;;
DÉCEMBRE 2017;61429;Charencey;61429;Saint-Maurice-les-Charencey;;;CHARENCEY;ST MAURICE LES CHARENCEY;;;;ST MAURICE LES CHARENCEY;;
DÉCEMBRE 2016;61474;Gouffern en Auge;61019;Avernes-sous-Exmes;;;GOUFFERN EN AUGE;AVERNES SOUS EXMES;;;;AVERNES SOUS EXMES;;
DÉCEMBRE 2016;61474;Gouffern en Auge;61083;Chambois;;;GOUFFERN EN AUGE;CHAMBOIS;;;;CHAMBOIS;;
DÉCEMBRE 2016;61474;Gouffern en Auge;61161;Fel;;;GOUFFERN EN AUGE;FEL;;;;FEL;;
DÉCEMBRE 2016;61474;Gouffern en Auge;61496;Urou-et-Crennes;;;GOUFFERN EN AUGE;UROU ET CRENNES;;;;UROU ET CRENNES;;
DÉCEMBRE 2016;61484;Val-au-Perche;61246;Mâle;;;VAL AU PERCHE;MALE;;;;MALE;;
DÉCEMBRE 2016;61484;Val-au-Perche;61359;Saint-Agnan-sur-Erre;;;VAL AU PERCHE;ST AGNAN SUR ERRE;;;;ST AGNAN SUR ERRE;;
FÉVRIER 2016;61491;Tourouvre au Perche;61226;Lignerolles;;;TOUROUVRE AU PERCHE;LIGNEROLLES;;;;LIGNEROLLES;;
FÉVRIER 2016;61491;Tourouvre au Perche;61335;Poterie-au-Perche (La);;;TOUROUVRE AU PERCHE;LA POTERIE AU PERCHE;;;;LA POTERIE AU PERCHE;;
FÉVRIER 2016;61491;Tourouvre au Perche;61491;Tourouvre;;;TOUROUVRE AU PERCHE;TOUROUVRE;;;;TOUROUVRE;;
DÉCEMBRE 2016;62295;Enquin-lez-Guinegatte;62294;Enguinegatte;;;ENQUIN LEZ GUINEGATTE;ENGUINEGATTE;;;;ENGUINEGATTE;;
FÉVRIER 2016;62757;Saint-Martin-lez-Tatinghem;62757;Saint-Martin-au-Laërt;;;ST MARTIN LEZ TATINGHEM;ST MARTIN AU LAERT;;;;ST MARTIN AU LAERT;;
FÉVRIER 2016;62757;Saint-Martin-lez-Tatinghem;62807;Tatinghem;;;ST MARTIN LEZ TATINGHEM;TATINGHEM;;;;TATINGHEM;;
DÉCEMBRE 2018;63226;Mur-sur-Allier;63226;Mezel;;;MUR SUR ALLIER;MEZEL;;;;MEZEL;;
